l1527
=========================
Luminosity =      1.85000
Distance =      140.000
 
Dusty dir =/data1/kristensen/home/scuba/dusty/results/
 
Profiles
==========
450 mu:
       6.0000000       1.0000000
       12.000000      0.71761700
       18.000000      0.56568700
       24.000000      0.46526400
       30.000000      0.38074200
       36.000000      0.31032000
       42.000000      0.25336300
       48.000000      0.20618600
       54.000000      0.16989600
 
850 mu:
       9.0000000       1.0000000
       18.000000      0.66146000
       27.000000      0.45211100
       36.000000      0.32597800
       45.000000      0.22926700
       54.000000      0.15956800
 
SED:
       69.300000   1.3554113e-16
       89.990000   1.6986888e-16
       108.76000   2.1911917e-16
       118.58100   2.4612544e-16
       138.52800   2.3011305e-16
       157.70000   2.0341028e-16
       179.52700   1.4780173e-16
       450.00000   7.4666669e-18
       850.00000   6.3882355e-19
       1300.0000   1.6615385e-19
