elias29
=========================
Luminosity =      14.1000
Distance =      125.000
 
Dusty dir =/data1/kristensen/home/scuba/dusty/results/
 
Profiles
==========
450 mu:
       6.0000000       1.0000000
       12.000000      0.56486000
       18.000000      0.23429800
       24.000000      0.13373300
       30.000000      0.27965700
       36.000000      0.19768800
       42.000000      0.15183700
       48.000000      0.11038800
       54.000000      0.10461000
 
850 mu:
       9.0000000       1.0000000
       18.000000      0.58426200
       27.000000      0.29484200
       36.000000      0.17594100
       45.000000      0.12994400
       54.000000      0.11684600
 
SED:
       60.000000   9.4369149e-16
       70.000000   8.3547359e-16
       80.000000   7.4152447e-16
       90.000000   7.0930536e-16
       110.00000   6.0078379e-16
       120.00000   5.2540699e-16
       130.00000   4.7063639e-16
       140.00000   4.1364565e-16
       150.00000   3.5051079e-16
       160.00000   3.1329106e-16
       170.00000   2.5108474e-16
       180.00000   2.1648054e-16
       450.00000   2.6466668e-18
       850.00000   2.0823530e-19
       1100.0000   7.0909094e-20
