b335
=========================
Luminosity =      3.30000
Distance =      250.000
 
Dusty dir =/data1/kristensen/home/scuba/dusty/results/
 
Profiles
==========
450 mu:
       6.0000000       1.0000000
       12.000000      0.54161500
       18.000000      0.39545200
       24.000000      0.29974400
       30.000000      0.24597900
       36.000000      0.22666800
       42.000000      0.27226300
       48.000000      0.31983100
       54.000000      0.29378200
 
850 mu:
       9.0000000       1.0000000
       18.000000      0.53166300
       27.000000      0.26935900
       36.000000      0.15884300
       45.000000     0.099085600
       54.000000     0.067780200
 
SED:
       60.000000   4.7296122e-17
       70.000000   6.4449975e-17
       80.000000   1.1475702e-16
       90.000000   1.1151999e-16
       110.00000   1.3979129e-16
       120.00000   1.3621001e-16
       130.00000   1.3852984e-16
       140.00000   1.3654236e-16
       150.00000   1.2591081e-16
       160.00000   1.2196769e-16
       170.00000   1.1144052e-16
       180.00000   1.0812174e-16
       450.00000   6.4400002e-18
       850.00000   5.1176472e-19
       1100.0000   1.8545455e-19
